time,pH
2015-04-08 12:30:00,8.1846898549
2015-04-08 13:30:00,8.2019165445
2015-04-08 14:30:00,8.1717105072
2015-04-08 15:30:00,8.1769460878
2015-04-08 16:30:00,8.1443379761
2015-04-08 17:30:00,8.1472346844
2015-04-08 18:30:00,8.1525134372
2015-04-08 19:30:00,8.2171134736
2015-04-08 20:30:00,8.1815681573
2015-04-08 21:30:00,8.2518623745
2015-04-08 22:30:00,8.4958600576
2015-04-08 23:30:00,8.653180099
2015-04-09 00:30:00,8.0421122474
2015-04-09 01:30:00,7.7402330904
2015-04-09 02:30:00,7.7277076985
2015-04-09 03:30:00,7.6891775392
2015-04-09 04:30:00,8.0412420563
2015-04-09 05:30:00,8.1120184614
2015-04-09 06:30:00,8.0977286307
2015-04-09 07:30:00,7.7251929489
2015-04-09 08:30:00,7.8651016938
2015-04-09 09:30:00,8.1426966888
2015-04-09 10:30:00,8.1635782032
2015-04-09 11:30:00,8.1731062367
2015-04-09 12:30:00,8.1437621675
2015-04-09 13:30:00,8.1425660413
2015-04-09 14:30:00,8.1470039582
2015-04-09 15:30:00,8.1427010585
2015-04-09 16:30:00,8.1455508834
2015-04-09 17:30:00,8.1341553272
2015-04-09 18:30:00,8.1378245931
2015-04-09 19:30:00,8.1380475416
2015-04-09 20:30:00,8.140952301
2015-04-09 21:30:00,8.1411147102
2015-04-09 22:30:00,8.147996939
2015-04-09 23:30:00,8.1466151812
2015-04-10 00:30:00,8.1511943551
2015-04-10 01:30:00,8.1521159778
2015-04-10 02:30:00,8.1437683907
2015-04-10 03:30:00,8.138169721
2015-04-10 04:30:00,8.1306693734
2015-04-10 05:30:00,8.1261994648
2015-04-10 06:30:00,8.1315013437
2015-04-10 07:30:00,8.1303514371
2015-04-10 08:30:00,8.1292263584
2015-04-10 09:30:00,8.1355448676
2015-04-10 10:30:00,8.1303733283
2015-04-10 11:30:00,8.1322830872
2015-04-10 12:30:00,8.132740928
2015-04-10 13:30:00,8.1369725104
2015-04-10 14:30:00,8.1274544596
2015-04-10 15:30:00,8.1317647298
2015-04-10 16:30:00,8.1340617503
2015-04-10 17:30:00,8.1378619344
2015-04-10 18:30:00,8.1355693516
2015-04-10 19:30:00,8.1429935805
2015-04-10 20:30:00,8.1479022864
2015-04-10 21:30:00,8.1472440285
2015-04-10 22:30:00,8.1629355204
2015-04-10 23:30:00,8.1646730535
2015-04-11 00:30:00,8.167598032
2015-04-11 01:30:00,8.1701920947
2015-04-11 02:30:00,8.1602284191
2015-04-11 03:30:00,8.1575844599
2015-04-11 04:30:00,8.1490028099
2015-04-11 05:30:00,8.153902149
2015-04-11 06:30:00,8.1523140529
2015-04-11 07:30:00,8.1524453449
2015-04-11 08:30:00,8.1553363013
2015-04-11 09:30:00,8.159915453
2015-04-11 10:30:00,8.1708063095
2015-04-11 11:30:00,8.1699710962
2015-04-11 12:30:00,8.1708391435
2015-04-11 13:30:00,8.1717069861
2015-04-11 14:30:00,8.1712402133
2015-04-11 15:30:00,8.1681828626
2015-04-11 16:30:00,8.1659717356
2015-04-11 17:30:00,8.1658352493
2015-04-11 18:30:00,8.161808746
2015-04-11 19:30:00,8.1566241209
2015-04-11 20:30:00,8.1612920566
2015-04-11 21:30:00,8.1532768275
2015-04-11 22:30:00,8.1514878969
2015-04-11 23:30:00,8.1477561587
2015-04-12 00:30:00,8.1474158881
2015-04-12 01:30:00,8.1409564255
2015-04-12 02:30:00,8.1394220187
2015-04-12 03:30:00,8.1440062856
2015-04-12 04:30:00,8.1432189929
2015-04-12 05:30:00,8.1397456422
2015-04-12 06:30:00,8.138759106
2015-04-12 07:30:00,8.142505437
2015-04-12 08:30:00,8.1386214158
2015-04-12 09:30:00,8.1395645348
2015-04-12 10:30:00,8.1421643232
2015-04-12 11:30:00,8.1393243047
2015-04-12 12:30:00,8.1380646345
2015-04-12 13:30:00,8.1412369342
2015-04-12 14:30:00,8.1394084297
2015-04-12 15:30:00,8.1445662905
2015-04-12 16:30:00,8.1455125319
2015-04-12 17:30:00,8.1455601209
2015-04-12 18:30:00,8.1468056627
2015-04-12 19:30:00,8.142636089
2015-04-12 20:30:00,8.1427696859
2015-04-12 21:30:00,8.1395239719
2015-04-12 22:30:00,8.1381602496
2015-04-12 23:30:00,8.1374607308
2015-04-13 00:30:00,8.1404705878
2015-04-13 01:30:00,8.1417835783
2015-04-13 02:30:00,8.1415156303
2015-04-13 03:30:00,8.1404149555
2015-04-13 04:30:00,8.1406003611
2015-04-13 05:30:00,8.1326810889
2015-04-13 06:30:00,8.1336107749
2015-04-13 07:30:00,8.1364642859
2015-04-13 08:30:00,8.1418719913
2015-04-13 09:30:00,8.1387427293
2015-04-13 10:30:00,8.1390620546
2015-04-13 11:30:00,8.1360413013
2015-04-13 12:30:00,8.1341656591
2015-04-13 13:30:00,8.1326923831
2015-04-13 14:30:00,8.1289281532
2015-04-13 15:30:00,8.1325741286
2015-04-13 16:30:00,8.1344184615
2015-04-13 17:30:00,8.1315119368
2015-04-13 18:30:00,8.1317056926
2015-04-13 19:30:00,8.1290018433
2015-04-13 20:30:00,8.1364156023
2015-04-13 21:30:00,8.1460034993
2015-04-13 22:30:00,8.1553046842
2015-04-13 23:30:00,8.1644799335
2015-04-14 00:30:00,8.1550394945
2015-04-14 01:30:00,8.1565618627
2015-04-14 02:30:00,8.1551473512
2015-04-14 03:30:00,8.1559655527
2015-04-14 04:30:00,8.156847644
2015-04-14 05:30:00,8.1586213668
2015-04-14 06:30:00,8.1552673825
2015-04-14 07:30:00,8.1520402106
2015-04-14 08:30:00,8.1545539585
2015-04-14 09:30:00,8.1531063576
2015-04-14 10:30:00,8.1461795516
2015-04-14 11:30:00,8.1518386057
2015-04-14 12:30:00,8.1511362797
2015-04-14 13:30:00,8.1530073581
2015-04-14 14:30:00,8.1528906936
2015-04-14 15:30:00,8.1535060248
2015-04-14 16:30:00,8.1510932175
2015-04-14 17:30:00,8.1611761095
2015-04-14 18:30:00,8.1611944101
2015-04-14 19:30:00,8.156054372
2015-04-14 20:30:00,8.1607675131
2015-04-14 22:30:00,8.158366636
2015-04-14 23:30:00,8.1638226166
2015-04-15 00:30:00,8.1576166862
2015-04-15 01:30:00,8.1516092487
2015-04-15 02:30:00,8.1490817893
2015-04-15 03:30:00,8.1507639187
2015-04-15 04:30:00,8.1504714318
2015-04-15 05:30:00,8.149570016
2015-04-15 06:30:00,8.1514550711
2015-04-15 07:30:00,8.1500208343
2015-04-15 08:30:00,8.1545679937
2015-04-15 09:30:00,8.1562946327
2015-04-15 10:30:00,8.1541378207
2015-04-15 11:30:00,8.1579713112
2015-04-15 12:30:00,8.1602930347
2015-04-15 13:30:00,8.1523751655
2015-04-15 14:30:00,8.1513114514
2015-04-15 15:30:00,8.152029923
2015-04-15 16:30:00,8.1459810058
2015-04-15 17:30:00,8.1469126666
2015-04-15 18:30:00,8.146312657
2015-04-15 19:30:00,8.1469389094
2015-04-15 20:30:00,8.1519595463
2015-04-15 21:30:00,8.147922531
2015-04-15 22:30:00,8.1445720677
2015-04-15 23:30:00,8.1471245082
2015-04-16 00:30:00,8.1442561452
2015-04-16 01:30:00,8.1456115065
2015-04-16 02:30:00,8.1487888926
2015-04-16 03:30:00,8.1389074354
2015-04-16 04:30:00,8.1341842059
2015-04-16 05:30:00,8.1442664593
2015-04-16 06:30:00,8.1447262511
2015-04-16 07:30:00,8.1371362546
2015-04-16 08:30:00,8.1413450393
2015-04-16 09:30:00,8.1419175625
2015-04-16 10:30:00,8.1340062398
2015-04-16 11:30:00,8.1369553079
2015-04-16 12:30:00,8.143850273
2015-04-16 13:30:00,8.1427644277
2015-04-16 14:30:00,8.1434428419
2015-04-16 15:30:00,8.1397891926
2015-04-16 16:30:00,8.1370275919
2015-04-16 17:30:00,8.142236097
2015-04-16 18:30:00,8.1380763898
2015-04-16 19:30:00,8.1429842676
2015-04-16 20:30:00,8.1339842486
2015-04-16 21:30:00,8.1340854759
2015-04-16 22:30:00,8.1439881469
2015-04-16 23:30:00,8.1402701174
2015-04-17 00:30:00,8.1535390196
2015-04-17 01:30:00,8.1554225306
2015-04-17 02:30:00,8.1533123576
2015-04-17 03:30:00,8.1546633166
2015-04-17 04:30:00,8.1519781492
2015-04-17 05:30:00,8.1567357467
2015-04-17 06:30:00,8.156148659
2015-04-17 07:30:00,8.1701455292
2015-04-17 08:30:00,8.1582823731
2015-04-17 09:30:00,8.1628605444
2015-04-17 10:30:00,8.1578347277
2015-04-17 11:30:00,8.1575147504
2015-04-17 12:30:00,8.1914697329
2015-04-17 13:30:00,8.1571581765
2015-04-17 14:30:00,8.1599853745
2015-04-17 15:30:00,8.1586294529
2015-04-17 16:30:00,8.1576382268
2015-04-17 17:30:00,8.1673274439
2015-04-17 18:30:00,8.1688560262
2015-04-17 19:30:00,8.1909246838
2015-04-17 20:30:00,8.1805750309
2015-04-17 21:30:00,8.1670063225
2015-04-17 22:30:00,8.1828051533
2015-04-17 23:30:00,8.1541265644
2015-04-18 00:30:00,8.1659715716
2015-04-18 01:30:00,8.1517956225
2015-04-18 02:30:00,8.162874094
2015-04-18 03:30:00,8.1627850561
2015-04-18 04:30:00,8.1607128208
2015-04-18 05:30:00,8.1713549069
2015-04-18 06:30:00,8.1712219885
2015-04-18 07:30:00,8.1749493358
2015-04-18 08:30:00,8.1758783857
2015-04-18 09:30:00,8.1831824792
2015-04-18 10:30:00,8.1888570974
2015-04-18 11:30:00,8.1983466562
2015-04-18 12:30:00,8.1858656342
2015-04-18 13:30:00,8.1961957851
2015-04-18 14:30:00,8.2039716591
2015-04-18 15:30:00,8.2043106489
2015-04-18 16:30:00,8.2045420384
2015-04-18 17:30:00,8.1947844372
2015-04-18 18:30:00,8.1974577462
2015-04-18 19:30:00,8.2051800351
2015-04-18 20:30:00,8.1992593441
2015-04-18 21:30:00,8.200549015
2015-04-18 22:30:00,8.1989985693
2015-04-18 23:30:00,8.1922618235
2015-04-19 00:30:00,8.180182447
2015-04-19 01:30:00,8.1806052429
2015-04-19 02:30:00,8.1736171858
2015-04-19 03:30:00,8.180391724
2015-04-19 04:30:00,8.1805085767
2015-04-19 05:30:00,8.184725428
2015-04-19 06:30:00,8.1830127373
2015-04-19 07:30:00,8.1891475604
2015-04-19 08:30:00,8.1928253064
2015-04-19 09:30:00,8.2054433838
2015-04-19 10:30:00,8.2098625614
2015-04-19 11:30:00,8.2153652756
2015-04-19 12:30:00,8.2072074434
2015-04-19 13:30:00,8.1959126005
2015-04-19 14:30:00,8.1862553976
2015-04-19 15:30:00,8.1791848981
2015-04-19 16:30:00,8.1751481169
2015-04-19 17:30:00,8.1886014527
2015-04-19 18:30:00,8.1936493948
2015-04-19 19:30:00,8.1920874463
2015-04-19 20:30:00,8.1879611153
2015-04-19 21:30:00,8.2135151965
2015-04-19 22:30:00,8.2163450889
2015-04-19 23:30:00,8.2281649412
2015-04-20 00:30:00,8.2577804613
2015-04-20 01:30:00,8.236709745
2015-04-20 02:30:00,8.1752487756
2015-04-20 03:30:00,8.1785014912
2015-04-20 04:30:00,8.1757891776
2015-04-20 05:30:00,8.1960721674
2015-04-20 06:30:00,8.2053979422
2015-04-20 07:30:00,8.2104450867
2015-04-20 08:30:00,8.210651405
2015-04-20 09:30:00,8.2115220437
2015-04-20 10:30:00,8.2166108206
2015-04-20 11:30:00,8.2150893563
2015-04-20 12:30:00,8.2251824966
2015-04-20 13:30:00,8.2285042839
2015-04-20 14:30:00,8.245287529
2015-04-20 15:30:00,8.2254685862
2015-04-20 16:30:00,8.2244443115
2015-04-20 17:30:00,8.2196144458
2015-04-20 19:30:00,8.2729563913
2015-04-20 20:30:00,8.2899256248
2015-04-20 21:30:00,8.2998359007
2015-04-20 22:30:00,8.2159277602
2015-04-20 23:30:00,8.1976193706
2015-04-21 00:30:00,8.2661663746
2015-04-21 01:30:00,8.3009627741
2015-04-21 02:30:00,8.3182096371
2015-04-21 03:30:00,8.295074093
2015-04-21 04:30:00,8.2896104296
2015-04-21 05:30:00,8.3065480939
2015-04-21 06:30:00,8.3321383371
2015-04-21 07:30:00,8.3296258176
2015-04-21 08:30:00,8.3145066522
2015-04-21 09:30:00,8.3400617234
2015-04-21 10:30:00,8.3617415037
2015-04-21 11:30:00,8.2431935801
2015-04-21 12:30:00,8.1581526835
2015-04-21 13:30:00,8.1820404583
2015-04-21 14:30:00,8.1874731639
2015-04-21 15:30:00,8.1359121113
2015-04-21 16:30:00,8.3079507711
2015-04-21 17:30:00,8.1749404531
2015-04-21 18:30:00,8.2631801698
2015-04-21 19:30:00,8.2649047173
2015-04-21 20:30:00,8.2484946311
2015-04-21 21:30:00,8.2256409618
2015-04-21 22:30:00,8.2205940044
2015-04-21 23:30:00,8.2079697939
2015-04-22 00:30:00,8.1730446088
2015-04-22 01:30:00,8.1973970359
2015-04-22 02:30:00,8.1774902736
2015-04-22 03:30:00,8.1794906324
2015-04-22 04:30:00,8.1738595715
2015-04-22 05:30:00,8.1688785621
2015-04-22 06:30:00,8.1102755163
2015-04-22 07:30:00,8.1400986487
2015-04-22 08:30:00,8.1651190559
2015-04-22 09:30:00,8.1657760178
2015-04-22 10:30:00,8.1608234528
2015-04-22 11:30:00,8.1687718112
2015-04-22 12:30:00,8.1649402195
2015-04-22 13:30:00,8.1572068356
2015-04-22 14:30:00,8.1371922957
2015-04-22 15:30:00,8.113972896
2015-04-22 16:30:00,8.0935083477
2015-04-22 17:30:00,8.0820872435
2015-04-22 18:30:00,8.1316579025
2015-04-22 19:30:00,8.1791979812
2015-04-22 20:30:00,8.2185841078
2015-04-22 21:30:00,8.1648472855
2015-04-22 22:30:00,8.1667757717
2015-04-22 23:30:00,8.1780891987
2015-04-23 00:30:00,8.212905356
2015-04-23 01:30:00,8.2479346286
2015-04-23 02:30:00,8.1926288611
2015-04-23 03:30:00,8.1880074047
2015-04-23 04:30:00,8.1925661364
2015-04-23 05:30:00,8.1162526946
2015-04-23 06:30:00,8.0727659274
2015-04-23 07:30:00,8.0605394513
2015-04-23 08:30:00,8.1805538258
2015-04-23 09:30:00,7.9621237371
2015-04-23 10:30:00,7.9839988942
2015-04-23 11:30:00,8.0798867319
2015-04-23 12:30:00,8.1035809916
2015-04-23 13:30:00,8.0838230966
2015-04-23 14:30:00,8.1007356461
2015-04-23 15:30:00,8.1040626929
2015-04-23 16:30:00,8.1096977293
2015-04-23 17:30:00,8.1012168029
2015-04-23 18:30:00,8.1336480326
2015-04-23 19:30:00,8.0848707184
2015-04-23 20:30:00,8.0753680944
2015-04-23 21:30:00,7.9803737231
2015-04-23 22:30:00,8.0098679579
2015-04-23 23:30:00,8.0202289667
2015-04-24 00:30:00,8.0417647804
2015-04-24 01:30:00,8.0043121581
2015-04-24 02:30:00,8.0122371604
2015-04-24 03:30:00,8.1496210955
2015-04-24 04:30:00,8.1063121756
2015-04-24 05:30:00,8.0540185254
2015-04-24 06:30:00,8.0090562023
2015-04-24 07:30:00,7.9697273416
2015-04-24 08:30:00,7.9921774711
2015-04-24 09:30:00,8.0138653524
2015-04-24 10:30:00,8.0105875297
2015-04-24 11:30:00,8.0325915012
2015-04-24 12:30:00,8.0094406616
2015-04-24 13:30:00,7.9870163417
2015-04-24 14:30:00,7.9881868028
2015-04-24 15:30:00,7.9648867091
2015-04-24 16:30:00,7.9881842072
2015-04-24 17:30:00,7.9956653828
2015-04-24 18:30:00,8.0222055781
2015-04-24 19:30:00,8.0313214387
2015-04-24 20:30:00,8.0277632454
2015-04-24 21:30:00,8.0225787922
2015-04-24 22:30:00,7.9958832809
2015-04-24 23:30:00,8.0398666146
2015-04-25 00:30:00,8.0897912388
2015-04-25 01:30:00,8.0642200399
2015-04-25 02:30:00,8.1205442282
2015-04-25 03:30:00,8.0825224691
2015-04-25 04:30:00,8.099859922
2015-04-25 05:30:00,8.0651216799
2015-04-25 06:30:00,8.0589238503
2015-04-25 07:30:00,8.0360477086
2015-04-25 08:30:00,8.0499066436
2015-04-25 09:30:00,8.0697055948
2015-04-25 10:30:00,8.0843775918
2015-04-25 11:30:00,8.0668495022
2015-04-25 12:30:00,8.0121886539
2015-04-25 13:30:00,7.9466402228
2015-04-25 14:30:00,7.9842004377
2015-04-25 15:30:00,7.9530397299
2015-04-25 16:30:00,7.9278496772
2015-04-25 17:30:00,7.9768196667
2015-04-25 18:30:00,8.1384154961
2015-04-25 19:30:00,8.1733384817
2015-04-25 20:30:00,8.1023485667
2015-04-25 21:30:00,7.9688668467
2015-04-25 22:30:00,7.9370096862
2015-04-25 23:30:00,8.0590800792
2015-04-26 00:30:00,8.0568345464
2015-04-26 01:30:00,8.1123673307
2015-04-26 02:30:00,8.1262612823
2015-04-26 03:30:00,8.1237060591
2015-04-26 04:30:00,8.14276113
2015-04-26 05:30:00,8.088478028
2015-04-26 06:30:00,8.1101303272
2015-04-26 07:30:00,8.1561436953
2015-04-26 08:30:00,8.1344342176
2015-04-26 09:30:00,8.1515566847
2015-04-26 10:30:00,8.1569029233
2015-04-26 11:30:00,8.1351400167
2015-04-26 12:30:00,8.2718964254
2015-04-26 13:30:00,8.2117270693
2015-04-26 14:30:00,8.2394813293
2015-04-26 15:30:00,8.2381767501
2015-04-26 16:30:00,8.2868732712
2015-04-26 17:30:00,8.2442116897
2015-04-26 18:30:00,8.1408929919
2015-04-26 19:30:00,8.0866200809
2015-04-26 20:30:00,8.2938659808
2015-04-26 21:30:00,8.2478195546
2015-04-26 22:30:00,8.1578181763
2015-04-26 23:30:00,8.1919269479
2015-04-27 00:30:00,8.1859918683
2015-04-27 01:30:00,8.177535308
2015-04-27 02:30:00,8.1810610891
2015-04-27 03:30:00,8.1819967817
2015-04-27 04:30:00,8.1676121302
2015-04-27 05:30:00,8.1494876599
2015-04-27 06:30:00,8.1342865783
2015-04-27 07:30:00,8.1185253595
2015-04-27 08:30:00,8.1310831837
2015-04-27 09:30:00,8.1599113921
2015-04-27 10:30:00,8.1836547634
2015-04-27 11:30:00,8.1513169446
2015-04-27 12:30:00,8.1296870902
2015-04-27 13:30:00,8.1354403601
2015-04-27 14:30:00,8.1304419982
2015-04-27 15:30:00,8.1310496946
2015-04-27 16:30:00,8.1457632787
2015-04-27 17:30:00,8.143599647
2015-04-27 18:30:00,8.1462577147
2015-04-27 19:30:00,8.1488541582
2015-04-27 20:30:00,8.1257470404
2015-04-27 21:30:00,8.1797647029
2015-04-27 22:30:00,8.125946809
2015-04-27 23:30:00,8.1319663335
2015-04-28 01:30:00,8.1943886025
2015-04-28 02:30:00,8.1316995935
2015-04-28 03:30:00,8.1718682183
2015-04-28 04:30:00,8.1660852493
2015-04-28 05:30:00,8.1566304274
2015-04-28 06:30:00,8.1716709701
2015-04-28 07:30:00,8.1788721075
2015-04-28 08:30:00,8.1540894403
2015-04-28 09:30:00,8.1586295448
2015-04-28 10:30:00,8.1163801599
2015-04-28 11:30:00,8.2065693721
2015-04-28 12:30:00,8.2141847391
2015-04-28 13:30:00,8.1863158526
2015-04-28 14:30:00,8.1835780092
2015-04-28 15:30:00,8.1919517577
2015-04-28 16:30:00,8.1426577134
2015-04-28 17:30:00,8.1867715171
2015-04-28 18:30:00,8.1899579153
2015-04-28 19:30:00,8.1905127078
2015-04-28 20:30:00,8.121916342
2015-04-28 21:30:00,8.2216565907
2015-04-28 22:30:00,8.0540092857
2015-04-28 23:30:00,8.0437155568
2015-04-29 00:30:00,8.1019322821
2015-04-29 01:30:00,8.1520252665
2015-04-29 02:30:00,8.1459071015
2015-04-29 03:30:00,8.2402967177
2015-04-29 04:30:00,8.1427837868
2015-04-29 05:30:00,8.1529440587
2015-04-29 06:30:00,8.1547782791
2015-04-29 07:30:00,8.1913400427
2015-04-29 08:30:00,8.2725193279
2015-04-29 09:30:00,8.2748353532
2015-04-29 10:30:00,8.2305529704
2015-04-29 11:30:00,8.2161328077
2015-04-29 12:30:00,8.2177318882
2015-04-29 13:30:00,8.2365834312
2015-04-29 14:30:00,8.1943359378
2015-04-29 15:30:00,8.1852318077
2015-04-29 16:30:00,8.1639984531
2015-04-29 17:30:00,8.1686816847
2015-04-29 18:30:00,8.121082095
2015-04-29 19:30:00,8.1596286785
2015-04-29 20:30:00,8.2093474698
2015-04-29 21:30:00,7.7958510631
2015-04-29 22:30:00,8.0440591588
2015-04-29 23:30:00,7.7430109584
2015-04-30 00:30:00,8.5089659958
2015-04-30 01:30:00,8.5748477094
2015-04-30 02:30:00,7.4525206478
2015-04-30 03:30:00,7.2963051106
2015-04-30 04:30:00,7.5947781384
2015-04-30 05:30:00,7.9925223492
2015-04-30 06:30:00,7.6596253521
2015-04-30 07:30:00,7.4169137379
2015-04-30 08:30:00,7.54584297
2015-04-30 09:30:00,7.6129526421
2015-04-30 10:30:00,7.4134521839
2015-04-30 11:30:00,6.4379098819
2015-04-30 12:30:00,
2015-04-30 13:30:00,
2015-04-30 14:30:00,
2015-04-30 15:30:00,
2015-04-30 16:30:00,
2015-04-30 17:30:00,
2015-04-30 18:30:00,7.6873178529
2015-04-30 19:30:00,8.1495613873
2015-04-30 20:30:00,7.9542113657
2015-04-30 21:30:00,8.2048475523
2015-04-30 22:30:00,7.7106012585
2015-04-30 23:30:00,7.6253423692
2015-05-01 00:30:00,8.3693608165
2015-05-01 01:30:00,7.6276556036
2015-05-01 02:30:00,9.0581404453
2015-05-01 03:30:00,7.7362185862
2015-05-01 04:30:00,6.5677012265
2015-05-01 05:30:00,
2015-05-01 06:30:00,7.3016766353
2015-05-01 07:30:00,8.2238169058
2015-05-01 08:30:00,7.8556746572
2015-05-01 09:30:00,7.6019147094
2015-05-01 10:30:00,7.9022836227
2015-05-01 11:30:00,7.9935077078
2015-05-01 12:30:00,7.8725250959
2015-05-01 13:30:00,8.4177122608
2015-05-01 14:30:00,8.284531328
2015-05-01 15:30:00,7.8165904943
2015-05-01 16:30:00,7.8069764131
2015-05-01 17:30:00,7.8635970857
2015-05-01 18:30:00,7.8830578266
2015-05-01 19:30:00,8.7833596507
2015-05-01 20:30:00,7.7686597018
2015-05-01 21:30:00,8.8370047597
2015-05-01 22:30:00,9.3387456959
2015-05-01 23:30:00,7.7191189334
2015-05-02 00:30:00,7.6081381515
2015-05-02 01:30:00,8.8270535902
2015-05-02 02:30:00,8.1956585593
2015-05-02 03:30:00,7.9903911649
2015-05-02 04:30:00,4.297005088
2015-05-02 05:30:00,7.1625895127
2015-05-02 06:30:00,7.2854460143
2015-05-02 07:30:00,7.7389639256
2015-05-02 08:30:00,8.1474900208
2015-05-02 09:30:00,8.3348205701
2015-05-02 10:30:00,7.8683754421
2015-05-02 11:30:00,8.2466787044
2015-05-02 12:30:00,8.0104449839
2015-05-02 13:30:00,8.1910585505
2015-05-02 14:30:00,8.3881865654
2015-05-02 15:30:00,7.524533109
2015-05-02 16:30:00,8.2144411369
2015-05-02 17:30:00,8.3777276643
2015-05-02 18:30:00,8.3999612732
2015-05-02 19:30:00,8.133196548
2015-05-02 20:30:00,8.0567523378
2015-05-02 21:30:00,8.2233301527
2015-05-02 22:30:00,8.2308225477
2015-05-02 23:30:00,7.5256022817
2015-05-03 00:30:00,7.9769237482
2015-05-03 01:30:00,8.256900411
2015-05-03 02:30:00,7.9351325512
2015-05-03 03:30:00,8.14088339
2015-05-03 04:30:00,8.2170314794
2015-05-03 05:30:00,8.2235116763
2015-05-03 06:30:00,8.1052547244
2015-05-03 07:30:00,8.1292873483
2015-05-03 08:30:00,8.2739015073
2015-05-03 09:30:00,7.1993097042
2015-05-03 10:30:00,8.614720327
2015-05-03 11:30:00,8.075912028
2015-05-03 12:30:00,8.2179999861
2015-05-03 13:30:00,7.8008028204
2015-05-03 14:30:00,7.7611278131
2015-05-03 15:30:00,7.1294774285
2015-05-03 16:30:00,8.00225129
2015-05-03 17:30:00,7.3903654796
2015-05-03 18:30:00,7.405216612
2015-05-03 19:30:00,7.3260149361
2015-05-03 20:30:00,7.3809334212
2015-05-03 21:30:00,7.5980495778
2015-05-03 22:30:00,7.5773113266
2015-05-03 23:30:00,8.2057752338
2015-05-04 00:30:00,8.0486308821
2015-05-04 01:30:00,7.6878764955
2015-05-04 02:30:00,9.3160928838
2015-05-04 03:30:00,8.1496264894
2015-05-04 04:30:00,8.4834165463
2015-05-04 05:30:00,7.7477536573
2015-05-04 06:30:00,7.9243415404
2015-05-04 07:30:00,8.2266477425
2015-05-04 08:30:00,9.1577423398
2015-05-04 09:30:00,8.1404774309
2015-05-04 10:30:00,6.8790925268
2015-05-04 11:30:00,7.4394746925
2015-05-04 12:30:00,7.662640379
2015-05-04 13:30:00,7.678303071
2015-05-04 14:30:00,7.6728864415
2015-05-04 15:30:00,7.7447614832
2015-05-04 16:30:00,7.8524032433
2015-05-04 17:30:00,8.2678307191
2015-05-04 18:30:00,8.4251676871
2015-05-04 19:30:00,8.0566082264
2015-05-04 20:30:00,8.5509160144
2015-05-04 21:30:00,7.366514061
2015-05-04 22:30:00,8.0319155515
2015-05-04 23:30:00,8.0502790215
2015-05-05 00:30:00,8.3840921967
2015-05-05 01:30:00,8.0060102528
2015-05-05 02:30:00,8.0375611883
2015-05-05 03:30:00,7.8675672834
