Date,CDOM-Concentration-Of-Colored-Dissolved-Organic-Matter,Chlorophyll,CO2-Partial-Pressure-Sea-Water,Currents-Eastward-Sea-Water-Velocity,Currents-Northward-Sea-Water-Velocity,Dissolved-Oxygen-InstrFrame,Dissolved-Oxygen-Seafloor,pH,Salinity,Temperature-Sea-Surface,Temperature-Water-InstrFrame,Water-Temperature-Seafloor
2015-06-08,2.9674963498756166,18.993338000054692,,-0.0980569316232143,-0.2066281626644347,335.55241824173686,,,33.86203926185668,10.662403320650782,10.496090441516412,7.035729696017414
2015-06-15,3.084020013735252,11.890569908477364,,-0.0833015607946429,-0.1131097540183036,,,,33.88546083528166,11.540752430742916,10.961482688003672,6.971146580044184
2015-06-22,3.112745783702668,4.768281861080864,,-0.0230251039386904,-0.0723656268822916,,,,33.884529247702986,12.825202354212966,11.50865453355958,7.004591707643744
2015-06-29,3.551447002205982,9.819168714469276,,-0.0324412636022321,-0.1079383278915179,,,,33.85740249682025,12.872993527912511,11.852143096256842,7.13308527960447
2015-07-06,3.608980696960615,3.918557520735502,,0.0075244255285714,-0.0375463343502975,,,,33.808944688828724,15.658676531269036,13.531603340966756,7.335032937069646
2015-07-13,3.3866225397738825,2.908923210553499,,-0.0759559378013392,-0.0504881581690475,,,,33.75315040854952,16.838278780636898,15.773115568247269,7.528680089512797
2015-07-20,3.319007343312081,2.0021826394123137,,-0.0134109810776785,-0.037454274750744,,,,33.72032133812458,17.690256329626386,16.87500099221869,7.570629523338836
2015-07-27,3.327593807483176,2.021932517784748,,-0.1339715813611605,-0.1016103677197916,,,,33.67906390064824,16.035719965005157,15.766036657038576,7.646819398907452
2015-08-03,3.165312533033739,9.334302609394593,,-0.1525531069635416,-0.0829203821316964,,,,33.63079655312384,14.417789981857045,12.696481059752251,7.686699116353568
2015-08-10,3.242522790379273,4.01833133986756,,-0.2040188588470237,-0.0889151806492559,,,,33.62656593371385,15.061564188154902,14.189794711894908,7.729566158711768
2015-08-17,3.1181892443779406,1.686556371243454,,-0.116559981591518,-0.1180431846684523,,,,33.61082415356022,14.953173616103024,13.954707648059928,7.722179298895838
2015-08-24,2.9989225699221302,1.7955933718161847,,-0.0229975118005952,0.0769798058324404,,,,33.642258425570084,14.6857822379418,14.221813299267415,7.846849035626777
2015-08-31,2.5364972280921867,1.924090393221953,,0.0052325422848214,-0.003926890150744,,,,33.396501593623974,14.669463591159683,14.353934840221864,8.076397854233331
2015-09-07,2.596715892535105,1.6641918110321048,,-0.0508005806492559,-0.0839074315138392,,,,33.50436517262593,15.95964513884708,15.73678816910096,8.024323805077083
2015-09-14,2.6150174636385706,1.73292519439126,,0.0195579709590773,0.0294702927870535,,,,33.5250444214161,15.307819046482525,15.255291064083586,8.015112190787056
2015-09-21,2.606778737567982,1.6119907442837953,,-0.05351429673083,-0.0801591490418972,,,,33.423194818878244,15.133226232518316,14.990171041296074,8.07421094986166
2015-09-28,,,,,,,,,,,,
2015-10-05,,,,,,,,,,,,
2015-10-12,2.606485379793986,1.6590163674441842,1098.3714859024926,-0.0831176966889546,0.083294788176923,316.3127108738029,151.93695463510844,,33.433049431946145,14.302434079554075,14.289749081804192,8.548220798813807
2015-10-19,2.593878780005757,1.347518158333369,1091.0093603651856,-0.0560556481348214,0.0584718279864583,317.32274903279585,144.40738690476178,,33.455912034521326,14.427209767318317,14.47378537523276,8.798510625410119
2015-10-26,2.1954740050305395,1.4660977119263046,944.681146631773,0.0859148037662202,0.2835196521840776,308.07253294093124,168.00896874999995,,33.347321327837314,14.237614796926056,14.230272244198218,9.14685013899078
2015-11-02,2.833361417061559,2.4741976338845952,1094.155149370429,-0.0506605519059523,0.0260654009620536,320.5161358676494,140.88975446428566,,33.370218739566994,13.520151689766305,13.720629853928434,9.3925673249884
2015-11-09,2.735858733822839,1.8710306279258204,1047.9272208044288,-0.0274861898025297,0.1971861989602679,318.26452848976,149.5661086309524,,33.33956208067965,13.167964806777825,13.233917246317503,9.583864372146284
2015-11-16,3.322842658639324,1.1958933689971378,746.0407507474719,-0.0843816404367559,0.2614726716272325,319.5332913179386,202.3874657738096,,33.16717473521507,12.133537922830175,12.264162973126542,10.622865439474706
2015-11-23,4.286323530659753,2.052719178742405,976.4714234615382,-0.20803489677247,0.3446225601114583,331.03728144764455,160.46214136904783,,33.37393268458115,10.406775822602585,10.774314763752184,9.42861522641667
2015-11-30,2.849499084098292,1.834068185792444,782.474280496361,0.0468279896440476,0.5607788575159229,322.42386293106097,203.7395714285713,,33.102888447067265,11.042981509819937,11.15684569293246,10.247079467307152
2015-12-07,2.137065538745273,1.356095485850333,409.4967223561635,0.0429894227,0.4457536971750002,316.4208817813119,316.0807280453259,,32.552263886129374,11.599602966755842,11.602687266884825,11.633726753778973
2015-12-14,3.628485464749552,1.5145063592000014,474.8738947914671,0.0110077254175595,0.192821382299256,327.0955064015409,,,,10.630195103539435,10.75203408185767,
2015-12-21,3.3472423878143616,1.5066542192278642,452.2888617376805,0.0280676147456845,0.2149905255031249,326.109133233983,,,,10.495641590517115,10.664599536175286,
2015-12-28,2.704745533571616,1.7531303948976564,541.1822247246097,-0.3554253493440478,0.2650519422632441,327.86059231720867,,,,10.220729300431758,10.329028845343704,
2016-01-04,2.79931840412224,1.676155533669903,596.6918869744416,-0.2044767483360119,0.1958844422334821,327.8062209218934,,,,9.966061047360853,10.152751332443897,
2016-01-11,1.9364872781842264,1.5526399353363811,415.4962473130792,-0.0362294130038691,0.3513910492389883,324.1232895374912,,,,10.627874099817795,10.640655999897092,
2016-01-18,1.9262849391984336,1.4705821007149251,395.7344366833587,-0.0203095843785714,0.2452974854901792,320.87029515057446,,,,10.950075458533428,10.97120733611576,
2016-01-25,1.8403877944384992,1.6119139212727278,407.9482014085854,0.0271011666406249,0.0891004029964287,320.4832082891168,,,,11.165052900127526,11.167468308477048,
2016-02-01,1.909413799786419,1.6601845211488522,487.523497278434,-0.0420237926697916,0.0315122371894345,309.72985553926367,,,,10.829902919142802,10.927921339258914,
2016-02-08,2.0114598872079577,2.0731647057726965,481.4544543572953,-0.0826231987620535,0.2681510649941965,289.5248765355235,,,,10.833277754811874,10.837923787063016,
2016-02-15,1.8536723029851547,1.8337773868811011,445.58338297350247,-0.0140598702831845,0.2431409706895833,301.72843403003526,,,,10.820753659522667,10.825392251418734,
2016-02-22,1.7671355378328095,2.0494049806966577,426.4252862621561,0.0027132069870536,0.1667734251017856,266.66831012012506,,,,10.819437735620005,10.819896150792616,
2016-02-29,1.8210745029774031,1.8374715447700016,403.9460042760256,0.0183797742450892,0.2021548773944942,316.8914585751431,,,,10.806318145593396,10.805952177402215,
2016-03-07,1.7817905353645114,1.6168875016270838,372.2205177652651,-0.0141925278116071,0.293267270150744,308.3265196762823,,,,10.856884796714478,10.871380185251024,
2016-03-14,1.992474115337278,1.6687348174740677,377.12542671303424,-0.0123566129203869,0.0600231225275297,303.44499117122723,,,,10.85407329431788,10.880849994598645,
2016-03-21,,,400.41822913957685,0.0236527369755952,0.0705955758721726,310.4111769610944,,,,10.986191249446524,10.977129420968565,
2016-03-28,,,628.8656444236708,-0.0332332850135416,-0.0751538765373511,284.18277411913976,,,,11.771442130741534,11.205191317741733,
2016-04-04,,,927.841289908226,0.0523456973028274,-0.1304740780639881,300.98172626537587,,,,11.773122395330612,11.422667960525574,
2016-04-11,,,905.4855001705548,-0.0277626461828869,0.0387841397247023,259.57884818797413,,,,11.42622373984143,11.089082778027004,
2016-04-18,,,859.1157335626932,0.0038998698912202,0.1698890156565476,265.7699907911088,,,,12.945374128751157,11.78749414159836,
2016-04-25,,,887.0660578588231,-0.0522488235008928,0.0507285032438987,327.74073099028493,,,,13.357177330169032,12.91093586158071,
2016-05-02,,,1024.2247002089186,-0.0263687413727678,-0.226796283246131,356.2099652814358,133.0730879478827,7.696448009818181,33.80750011790815,12.702719922790571,12.465711460594534,7.581108178780783
2016-05-09,2.5390427651556804,12.0162169907646,1044.4782508914643,-0.0534057598807517,-0.378757385071428,413.7636902125057,127.36991220238107,7.691483610274632,33.84567583174273,11.560679252410578,10.93868591782888,7.46853085353065
2016-05-16,2.49924284126801,8.495406668022724,1137.3716077033357,0.0729723239165178,-0.4247513125991071,407.6484513516917,111.9413110119048,7.651016504537062,33.80862503402115,11.776250870968122,11.212806442758309,7.616653684670085
2016-05-23,2.546976682728951,3.3804144981329305,1243.536661612982,0.0775323406648809,-0.2953250114342264,408.5220287621417,89.12997619047619,7.612353432556501,33.847425803362945,12.99128748076687,12.334419850182575,7.47484327464033
2016-05-30,2.709109528391365,4.714861963766274,1291.4247239510364,-0.0223360195107142,-0.3549339500476191,443.0904831438758,85.69577380952367,7.594405823195006,33.809658260635075,13.292925209847182,12.528857836729484,7.6242599112025236
2016-06-06,2.2629405084542773,3.9040630353622303,1267.0951639271314,-0.0372776762098214,-0.2310443886769345,392.02375148677856,88.25289285714294,7.609161540139906,33.84524610540925,13.354718995727298,12.9031757249612,7.5053056500486655
2016-06-13,2.32267776030157,1.2736155302755967,1369.995240114866,-0.0620471044857143,-0.232411150075,399.05243846884287,80.89432142857137,7.589918902509417,33.83794497299242,13.643672281125504,13.094084071596388,7.542831991382885
2016-06-20,2.427210824777641,2.4112017123396945,1465.930486313368,-0.0309733110159226,-0.2310006557047619,385.2388017573369,70.28781249999994,7.557225708161187,33.82722309646366,14.24897436492301,13.551056665651046,7.594477591613692
2016-06-27,2.51236039644948,9.176538767702306,1241.9091866043962,-0.011684627579613,-0.2595465363769345,377.3230047771602,99.3968407738096,7.632059453726343,33.831104305066724,13.523449587358384,12.587849746400074,7.551154608455663
2016-07-04,2.550169057909493,8.817172270995162,1267.3671560452526,0.1228781289712797,-0.2183910865441964,357.00057332008726,85.35939136904751,7.62309390818296,33.92598334056251,13.865343954015712,12.812751378938817,6.873329994432288
2016-07-11,2.5917697872824803,2.733620114824293,1275.768929633991,0.0104262985479166,-0.1776629668147322,337.05958825084844,91.37956101190476,7.622094904104482,33.82997966471161,15.392130783767518,14.558004282703068,7.433741358808329
2016-07-18,2.7172171076493985,1.0876089588942723,1476.3471101926175,0.0347465316953868,-0.0642643150034226,346.2431633669584,61.872430059523786,7.5591610208105,33.90141172262734,17.427608621699303,15.999962864345566,7.164719628346437
2016-07-25,2.4427392067351312,9.305695042419607,1463.3225512348547,0.0105168469904761,-0.2261347332834825,365.0329824937032,76.05426934523807,7.581760104658816,33.87969763697454,14.017919377529427,13.701326343189578,7.277072453668751
2016-08-01,2.545791697610386,16.15025050911439,1617.2268657239983,0.0186163289053571,-0.2135889533831844,349.03658779092814,68.60996923076925,7.566595407575559,33.88295981688045,13.22391812680944,11.932137922231425,7.230918044767034
2016-08-08,2.427933276650709,4.766767802426761,1676.7323849064408,0.0028800406955357,-0.2361433740014882,285.6487016267493,61.86318487394957,7.559086111765142,33.90609696879411,13.74734348874084,12.001731118490737,7.129971987748739
2016-08-15,2.371658965365739,2.743560729684149,1839.8288450890664,-0.0352735833343749,-0.1916854022264882,,,7.506703086344642,,12.920504360796675,11.96234817876053,
2016-08-22,2.313751179143312,0.6501910976492535,1922.774114029095,-0.0584906294261904,-0.0847877272936011,,,7.475786241529091,,13.541612128274712,12.12453250606717,
2016-08-29,2.0174870730289807,0.4883911785629099,1810.6312768702808,0.0233657601724702,-0.0450895999086309,,,7.548235323572724,,14.590087611890675,13.77294114157216,
2016-09-05,2.2632893109903263,1.4426894180771592,1777.6483778057884,-0.0279926760772321,-0.1019161438633929,,,7.566988262358928,,15.229686662448993,14.66082725359349,
2016-09-12,2.703777832339068,1.2354055510137645,1801.6188873095589,0.00193299685,-0.0495757832229166,,,7.568202592969643,,15.655486223388737,15.031062072705296,
2016-09-19,2.61378943166786,2.8027177669369023,1719.782333745435,0.0081533414255952,-0.0039177097744047,,94.92549794238678,7.622840007728572,33.84183595926028,15.331078753969011,14.946136658340846,7.6520305549440355
2016-09-26,2.4052772096754245,3.607593101903429,1397.721524961206,-0.0114731366695121,-0.0081102544649389,340.9633582158949,72.21994642857136,7.616597584266671,33.83564174639137,14.3579521948698,14.222897483301695,7.69227990972323
2016-10-03,2.074486512791844,2.8796755187243304,1230.208371957738,0.0195571178471726,0.1403836230467261,322.3011229812823,107.52872916666672,7.646657518805879,33.773132342354906,12.83269474213046,12.74631725552353,7.900658931437057
2016-10-10,1.6366967557330838,1.88598517111644,1133.627207685301,0.053930926375744,0.2658530497808034,317.6827786798716,137.18476041666676,7.684054952930436,33.60833458067913,12.60742688841306,12.572382263138085,8.340687633604622
2016-10-17,1.4164658897007074,0.7412570847527171,764.8614240906148,0.0834787469123512,0.3011634649221727,317.66106643713795,211.95764285714293,7.842242942091073,33.208851443511286,12.644950802476512,12.642307867567297,10.248598277359964
2016-10-24,1.328037717492407,0.8436651286110125,753.1997202651961,0.0385907430129464,0.5295255417849698,321.28746783303194,231.10243154761895,7.865537886516071,33.2498225454235,13.135178032620152,13.142694555513785,10.882464854850593
2016-10-31,1.219303692958626,0.8906852174959439,605.4579606962961,0.1014022380674108,0.4793623369846726,319.0193098628446,276.0475714285716,7.924854548139287,33.177857269817686,13.81323218417534,13.816630167886371,12.107206190179758
2016-11-07,1.266679658856473,0.7580008227694938,533.866761888631,0.10689346743125,0.3086043426633927,317.809784005929,285.92177678571386,7.973509693966073,32.804904433651025,13.900864388677016,13.899651614854095,13.107674618340171
2016-11-14,1.3290135506367493,0.636589188830841,533.1183660246346,-0.0312618443811011,0.2760390744180059,317.2029042088341,274.22955654761904,7.959471771189285,32.825305017030686,13.644673847508006,13.678853018963675,13.044166355849857
2016-11-21,1.2777925683754423,0.5502541760060256,456.3353677951964,0.0823780133751488,0.3494457412013395,,297.524970238095,8.023131335282141,32.55866074388304,13.450002778333213,13.468570405359328,13.540573772596591
2016-11-28,1.5533342010630553,0.5459190286001112,511.82468870768906,0.0648987750608629,-0.0502804482029761,,280.28195982142853,7.985332359023213,32.656994436297495,12.758293352713046,12.878015527051526,13.03520120395252
2016-12-05,2.188605454699478,0.8868906863386883,756.8851855705634,-0.0411555876964286,0.1051509322742559,,204.68571875000004,7.854922833683929,33.17975768890045,11.186531047026325,11.303477055394724,10.844982550976042
2016-12-12,2.144274815035562,1.187447329848624,731.459179076016,0.1154786270281249,0.2151033856217262,357.93700753310657,201.3380833333333,7.859040493178571,33.13505778674018,10.223566164096422,10.294285037351054,10.562736919872028
2016-12-19,1.9619522982286404,0.852480986655738,732.8426355427274,0.0397807006681548,-0.0087888140616072,349.26838967678907,221.16476934523808,7.85843915372143,33.14751572291162,10.100966976860208,10.538691731249148,10.591810746787502
2016-12-26,,,774.7746597751544,-0.0375581172122024,0.2530051631644344,,206.66647321428584,7.828163795249998,33.28110987369705,,9.610438253987889,10.196311772888542
2017-01-02,,,991.2646586103303,-0.1176471997895833,0.1660311443816964,,149.86899107142858,7.732567013351786,33.55633701155308,,,9.32989283940595
2017-01-09,,,716.9078009432163,-0.2149957800410715,0.400894369241816,,214.4572083333335,7.86193249804643,33.10116257488036,,,10.057466964235417
2017-01-16,,,494.9385922667944,-0.0818221604025297,0.4902422162812503,,296.15760119047604,8.000550284441072,32.602750629625184,,,10.073042900386902
2017-01-23,,,438.1801056378499,-0.0097368297482142,0.1145319475900296,,304.28135416666646,8.034483652083928,32.57729976073514,,,10.141701666874264
2017-01-30,,,,-0.0163100076639881,0.1325263829638391,,269.0895699404761,7.983400397496426,32.75741025923436,,,10.017785583547631
2017-02-06,,,,-0.0232791247754464,0.2893642626209821,,293.95507886904744,8.01530743781964,32.60228914373468,,,10.023450954113688
2017-02-13,,,,-0.0231614818526785,0.2509963076255952,,300.7895327380954,8.037134510326785,32.62547548504163,,,10.063196644679758
2017-02-20,,,,-0.0105668352563988,0.1860195130023808,,282.06190922619106,8.002640213101785,32.779083079560145,,,10.19079616132634
2017-02-27,,,,0.077171782489881,0.0710697026633928,,272.28606632653054,7.988158830380358,32.79738664449414,,,10.177718016307916
2017-03-06,,,,-0.000236504375,0.3410209775763394,,255.3137142857142,7.983597110985713,32.78065335128214,,,10.182173380925002
2017-03-13,,,,-0.0133013913773809,0.2456201006849706,,,7.965338088671429,,,,
2017-03-20,,,,0.0183904719382788,0.3097528221143915,,,7.953738821389287,,,,
2017-03-27,,,,0.0362802275842465,0.2815278947465752,,,8.03810590075357,,,,
2017-04-03,,,,,,,,7.967926405426785,,,,
2017-04-10,,,501.9767291324681,-0.0056635281121031,0.1469407688658729,,296.42559722222234,8.005117925611112,32.73755739130375,10.230257381790226,10.207375652815102,9.81782905859484
2017-04-10,,,501.9767291324681,-0.0056635281121031,0.1469407688658729,346.54683100124305,296.42559722222234,8.005117925611112,32.73755739130375,10.230257381790226,10.207375652815102,9.81782905859484
2017-04-10,,1.2945612823771853,501.9767291324681,-0.0056635281121031,0.1469407688658729,,296.42559722222234,8.005117925611112,32.73755739130375,10.230257381790226,10.207375652815102,9.81782905859484
2017-04-10,,1.2945612823771853,501.9767291324681,-0.0056635281121031,0.1469407688658729,346.54683100124305,296.42559722222234,8.005117925611112,32.73755739130375,10.230257381790226,10.207375652815102,9.81782905859484
2017-04-10,1.273649358780274,,501.9767291324681,-0.0056635281121031,0.1469407688658729,,296.42559722222234,8.005117925611112,32.73755739130375,10.230257381790226,10.207375652815102,9.81782905859484
2017-04-10,1.273649358780274,,501.9767291324681,-0.0056635281121031,0.1469407688658729,346.54683100124305,296.42559722222234,8.005117925611112,32.73755739130375,10.230257381790226,10.207375652815102,9.81782905859484
2017-04-10,1.273649358780274,1.2945612823771853,501.9767291324681,-0.0056635281121031,0.1469407688658729,,296.42559722222234,8.005117925611112,32.73755739130375,10.230257381790226,10.207375652815102,9.81782905859484
2017-04-10,1.273649358780274,1.2945612823771853,501.9767291324681,-0.0056635281121031,0.1469407688658729,346.54683100124305,296.42559722222234,8.005117925611112,32.73755739130375,10.230257381790226,10.207375652815102,9.81782905859484
2017-04-17,1.391688617267387,3.611420382631781,499.4851439636151,0.0029667688955356,0.1614967629495535,371.4053131867847,286.23918898809507,7.983282073520836,32.81568915571583,10.623341817419714,10.531784259499428,9.766372938548072
2017-04-24,1.6113484360738957,3.018473523917148,508.8258298772904,-0.050325039507738,-0.010638798717113,374.7290750271927,282.50780803571445,7.975610591598819,32.8521343453256,11.010854565843896,10.866044883575,9.766556918153563
2017-05-01,1.8554250184862469,1.1465545135699786,756.517945409274,0.0083039182813987,-0.0281686178836309,357.8499004428806,203.8543705357144,7.833262814466968,33.252639475406866,11.755559284419352,11.41837472921517,9.272298182729156
2017-05-08,1.8685627516440555,1.5698172192002962,1006.4887730592664,0.0077574905927083,-0.0724227611622024,363.3982641141192,135.19280654761906,7.716396961260714,33.666781447059506,12.508709497351536,12.031312110476556,8.3381839571558
2017-05-15,1.918467210937272,0.9818433171564346,1091.9673110389112,-0.0204600463145833,-0.0956200544602677,349.0101598749683,117.90694047619051,7.680662937614291,33.75942640607038,12.813453503741966,12.080384457195134,8.12579147031623
2017-05-22,2.3326272864117925,6.454766163359228,1178.5109158306284,0.0304779850232142,-0.3677264433785714,377.0875052997184,97.57549404761892,7.650113884825001,33.9026752215906,12.235501278083271,11.69449083035162,7.309513352289584
2017-05-29,2.1629251105316696,7.742664592232135,1227.2346314727797,0.2218977173324403,-0.3310266708529758,399.9632906610048,82.26287648809527,7.63526230646,33.938908727144494,12.40589042281086,11.455172771113087,7.036694747519337
2017-06-05,2.0842546886059337,0.6732430218613068,1216.4122967019125,-0.0116038059438988,-0.1621610877056548,363.5537782161031,81.28358928571429,7.637876884589658,33.8720377015425,13.809705409153835,13.191436750148869,7.5389443327142915
2017-06-12,2.1441737012007,1.2178149231223971,1176.8292535333446,0.0486577444931547,-0.0354443918931547,,96.95368303571428,7.649103426769642,33.83817688192397,14.025170136475648,13.46371624332648,7.752638362202394
2017-06-19,2.3074676135471743,2.0992645968426715,1276.830309384714,-0.0568153989480654,-0.250498055342262,,85.21253869047621,7.614217522291111,33.86381375972364,14.774668228539795,14.326878446349994,7.587141837096272
2017-06-26,2.012411066923583,9.303294206526664,1298.9920152829231,0.0433230424672619,-0.3243317882235123,,75.39095238095244,7.605551193655862,33.92007944437026,13.927088972698789,12.578413552433275,7.139720569648657
2017-07-03,1.9379466482792305,12.446336169209284,1331.2926077812417,-0.0310633372041666,-0.297367500228869,,71.90373214285712,7.582982053230907,33.90882207355538,12.889766399846849,12.025802615685866,7.225185085482888
2017-07-10,1.8835064427298456,12.084896142539158,1387.287707914122,0.0299379470324404,-0.3070499443846725,,63.97722470238095,7.582134126701788,33.90579557165893,12.941536730364732,11.492246828666485,7.30725444986338
2017-07-17,,,1596.8233307180622,-0.0575899388083333,-0.2170879897346728,,32.36632886904757,7.515819036274999,33.910082930970646,14.038666479874472,,7.250365182363542
2017-07-24,,,1847.547411067088,-0.0501913581145833,-0.2487184129958333,,15.585631460674174,7.459336065282144,33.89963218464121,13.455168057033143,,7.333194575528265
2017-07-31,,,1823.672295445418,-0.0791037544437499,-0.1889065581708333,,14.473418032786896,7.466693192244644,33.906788477970984,13.37198971340437,,7.324637048269946
2017-08-07,,,1702.942725141306,-0.0161430451324404,0.0476870186988095,,18.23800282485876,7.4951027957928575,33.93332086139762,13.980368521794087,,7.208052829619944
2017-08-14,,,1547.5531235020565,-0.0411823613610119,-0.0692237957275297,,38.60650297619049,7.533706276869642,33.9041875844743,14.8931902774963,,7.423950450530511
2017-08-21,,,1562.4354845385014,0.0036976829873511,-0.1092023616032738,,46.39705803571432,7.525833029051783,33.905125438979695,14.460478242743454,13.719714066483244,7.440967616962641
2017-08-28,,,1556.335229868952,0.011587189105357,-0.0242367769458332,,46.850205357142855,7.524520709351786,33.89956564796579,14.384827978920232,13.720277931236952,7.504141734459976
2017-09-04,,,1524.7632053932853,0.0286968186071428,-0.0529563006004464,,52.71605654761902,7.54159791962321,33.88018188652636,13.357502460217043,12.40440601684067,7.644063420150154
2017-09-11,,,1433.9130018773396,0.0123251481300595,-0.0695782299334821,,63.21261160714288,7.565881919589286,33.867427601766515,13.792039743055618,13.47044715551905,7.802798717706106
2017-09-18,2.9559586366,0.6970830103999999,1335.8271659153786,0.0217657479247023,0.034527379128125,,79.3957604166666,7.596878104833929,33.83561939094792,13.67280838800755,13.059600540344348,8.031209773746724
2017-09-25,,,1599.3430530507794,-0.0475507774813988,0.0826467668233632,,48.35220684523809,7.513200166235714,33.82169854886888,14.939571348712311,,8.107313620937195
2017-10-02,2.691363489942401,3.439693921213677,1695.1383805121138,-0.0424653258490536,-0.108174826351104,348.1286886024332,42.42943217665617,7.495863141414286,33.824584763310746,14.585820759471297,14.261381691563034,8.121215590526022
2017-10-09,2.678537680965475,2.9242928782730253,1491.122566624708,-0.0325519609799107,-0.0952629133086309,339.0869290130571,69.87943452380952,7.554212029702975,33.83126480792079,13.18266903307376,13.022425890510991,8.201332050386165
2017-10-16,2.2137372012432364,1.0631608520136555,1372.9916471953306,0.0609896612697916,0.145378663931101,315.1566243919869,88.98691220238112,7.591373979146011,33.76662809102456,12.25624428992772,12.249675012734665,8.462626596805652
2017-10-23,2.188738232217107,1.0913890412851532,1353.8513138396436,-0.1054706531510418,0.1577024722678572,330.2292817731784,100.61735565476188,7.591844726389755,33.676333583346704,12.42705680755589,12.339714485277286,8.847087147140023
2017-10-30,2.7570742735548714,3.324786431417555,1413.2214656496635,-0.0616450790842263,-0.0062411970177083,355.7843703597204,83.23133333333338,7.575129302247771,33.73381795359094,12.060463123381478,12.017534295957027,8.591229176488383
2017-11-06,2.1226346594134,1.8620516391998847,1323.2484152148008,-0.0311354095872023,0.2471256692479167,335.0723125066039,103.11214136904776,7.614476059663839,33.678747717320974,11.27053516669334,11.283039620665352,8.773817660332739
2017-11-13,1.514222922660564,0.6066787394306543,650.7751843230805,0.0722759507264881,0.3627278260412199,321.67697829297464,244.88170982142825,7.908765552213389,33.02962970318438,11.89272305609834,11.895324783991027,10.40354744955848
2017-11-20,1.4789910556444894,0.5735855987893211,481.22265389993055,0.0178140942302083,0.2877861174599699,,302.12564285714313,8.01478580592679,32.82057791356545,11.710941294523051,11.72092452289343,11.400177678692415
2017-11-27,1.6125698730112308,0.4259060891091891,561.7475680575857,-0.0358853148059523,0.1232816592495537,,272.0361711309523,7.958404501819071,33.028339639203445,11.322926127853574,11.34484732242202,11.00458603368795
2017-12-04,2.1814106374201674,0.8387419718876489,866.4069030506316,-0.103541505549107,0.0646326407080357,,192.55490029761896,7.79542792089107,33.3875444354049,10.180541061518728,10.342340794934971,9.976166060884072
2017-12-11,2.4710937563704563,1.220745934546542,951.9676369205,-0.0437777934931547,0.0812236342205357,,166.75722767857155,7.752572446383931,33.526492702435704,9.313529479944233,9.429289870778744,9.525341353614737
2017-12-18,2.1636672938045742,2.247064717765697,958.0627124023366,-0.0217471951035714,0.0361663158654762,,162.9912723214286,7.74642171338,33.48396743382697,9.366219876571636,9.397306557836998,9.603663628694038
2017-12-25,1.8244884321607096,2.75342923516347,907.3127097669876,-0.0752527793605655,0.1819119491208332,,177.91889285714277,7.777215766860714,33.42321368668956,8.978310446527628,9.162833305990889,9.676189721252523
2018-01-01,1.613062624753973,0.9961256818030524,671.9780658181407,-0.3399774655979164,0.3323244583017856,,240.7193020833332,7.884205522623214,33.184931901054895,9.05125131654197,9.102069885174783,10.358509614081262
2018-01-08,0.910267195646428,1.6883843976910726,661.3555087059575,-0.0299432409169642,0.3076901955444936,,246.3967872023812,7.8991066545874995,33.15305920777213,9.898085012583849,9.95476547278407,10.229441579502971
