time,pH
2015-04-06 07:30:00,8.1383107625
2015-04-06 08:30:00,8.1351937199
2015-04-06 09:30:00,8.1379650698
2015-04-06 10:30:00,8.1423922639
2015-04-06 11:30:00,8.1330054749
2015-04-06 12:30:00,8.1342893472
2015-04-06 13:30:00,8.1303067886
2015-04-06 14:30:00,8.1333244248
2015-04-06 15:30:00,8.1317337838
2015-04-06 16:30:00,8.1330532612
2015-04-06 17:30:00,8.1354272429
2015-04-06 18:30:00,8.131570446
2015-04-06 19:30:00,8.1326158903
2015-04-06 20:30:00,8.1358634604
2015-04-06 21:30:00,8.1335134708
2015-04-06 22:30:00,8.1340998172
2015-04-06 23:30:00,8.1354956202
2015-04-07 00:30:00,8.1346237944
2015-04-07 01:30:00,8.1349134719
2015-04-07 02:30:00,8.1355017626
2015-04-07 03:30:00,8.1294278918
2015-04-07 04:30:00,8.1302163766
2015-04-07 05:30:00,8.1331078545
2015-04-07 06:30:00,8.1342303584
2015-04-07 07:30:00,8.1313598215
2015-04-07 08:30:00,8.1309944413
2015-04-07 09:30:00,8.1357484747
2015-04-07 10:30:00,8.1280643971
2015-04-07 11:30:00,8.1295271595
2015-04-07 12:30:00,8.1305874489
2015-04-07 13:30:00,8.1433532337
2015-04-07 14:30:00,8.1425096505
2015-04-07 15:30:00,8.1402907775
2015-04-07 16:30:00,8.1441329463
2015-04-07 17:30:00,8.1456418497
2015-04-07 18:30:00,8.1448513488
2015-04-07 19:30:00,8.1375898333
2015-04-07 20:30:00,8.1323986616
2015-04-07 21:30:00,8.1374167493
2015-04-07 22:30:00,8.1391260523
2015-04-07 23:30:00,8.1428534767
2015-04-08 00:30:00,8.1432282651
2015-04-08 01:30:00,8.1471238918
2015-04-08 02:30:00,8.1469827123
2015-04-08 03:30:00,8.1429017834
2015-04-08 04:30:00,8.1463809505
2015-04-08 05:30:00,8.1483777996
2015-04-08 06:30:00,8.1467848119
2015-04-08 07:30:00,8.1387854742
2015-04-08 08:30:00,7.9934400578
2015-04-08 09:30:00,8.1419737046
2015-04-08 10:30:00,8.135213257
2015-04-08 11:30:00,8.1336611535
2015-04-08 12:30:00,8.1263221533
2015-04-08 13:30:00,8.1359055633
2015-04-08 14:30:00,8.1246067048
2015-04-08 15:30:00,8.1254258573
2015-04-08 16:30:00,8.1277779498
2015-04-08 17:30:00,8.1257852675
2015-04-08 18:30:00,8.1350041897
2015-04-08 19:30:00,8.124633298
2015-04-08 20:30:00,8.1570028807
2015-04-08 21:30:00,8.1443645816
2015-04-08 22:31:00,8.1311805036
2015-04-08 23:30:00,8.1412847796
2015-04-09 00:30:00,8.1233596911
2015-04-09 01:30:00,8.1579845356
2015-04-09 02:30:00,8.1720516425
2015-04-09 03:30:00,8.174945409
2015-04-09 04:30:00,8.1847341187
2015-04-09 05:30:00,8.3090930401
2015-04-09 06:30:00,8.2005793498
2015-04-09 07:30:00,8.1564937996
2015-04-09 08:30:00,8.1739221995
2015-04-09 09:30:00,8.227309559
2015-04-09 10:30:00,8.1779540592
2015-04-09 11:30:00,8.1759540462
2015-04-09 12:30:00,8.1921139801
2015-04-09 13:30:00,8.3786330139
2015-04-09 14:31:00,8.1699264867
2015-04-09 15:31:00,8.1801906845
2015-04-09 16:30:00,8.1716373555
2015-04-09 17:30:00,8.2230966147
2015-04-09 18:30:00,8.2529350736
2015-04-09 19:30:00,8.0736502674
2015-04-09 20:30:00,8.1300070932
2015-04-09 21:30:00,8.1353319628
2015-04-09 22:30:00,8.131713941
2015-04-09 23:31:00,8.1380947384
2015-04-10 00:30:00,8.136459476
2015-04-10 01:30:00,8.117251639
2015-04-10 02:30:00,8.121834428
2015-04-10 03:30:00,8.1365581328
2015-04-10 04:30:00,8.1329670929
2015-04-10 05:30:00,8.1282988612
2015-04-10 06:30:00,8.1290112423
2015-04-10 07:30:00,8.1296855571
2015-04-10 08:30:00,8.1263420094
2015-04-10 09:30:00,8.1195535953
2015-04-10 10:30:00,8.1236876156
2015-04-10 11:30:00,8.1194219497
2015-04-10 12:31:00,8.1202732107
2015-04-10 13:31:00,8.1323728839
2015-04-10 14:31:00,8.1561984491
2015-04-10 15:31:00,8.1418846625
2015-04-10 16:31:00,8.1669384795
2015-04-10 17:30:00,8.1690996214
2015-04-10 18:30:00,8.1633732453
2015-04-10 19:31:00,8.165527939
2015-04-10 20:30:00,8.1620006434
2015-04-10 21:31:00,8.1615937413
2015-04-10 22:30:00,8.1720683147
2015-04-10 23:30:00,8.1770746815
2015-04-11 00:31:00,8.1667302569
2015-04-11 01:31:00,8.1660280117
2015-04-11 02:31:00,8.1714926258
2015-04-11 03:31:00,8.1656188759
2015-04-11 04:31:00,8.1634433263
2015-04-11 05:31:00,8.1592666907
2015-04-11 06:31:00,8.154056336
2015-04-11 07:31:00,8.149742936
2015-04-11 08:31:00,8.1470376186
2015-04-11 09:30:00,8.1381800986
2015-04-11 10:31:00,8.1366493614
2015-04-11 11:31:00,8.137644967
2015-04-11 12:31:00,8.1328410516
2015-04-11 13:31:00,8.1384121644
2015-04-11 14:31:00,8.1409025703
2015-04-11 15:31:00,8.144046184
2015-04-11 16:31:00,8.1478033057
2015-04-11 17:31:00,8.1494477666
2015-04-11 18:31:00,8.1555230594
2015-04-11 19:31:00,8.1528382087
2015-04-11 20:31:00,8.1503754739
2015-04-11 21:30:00,8.1532596661
2015-04-11 22:31:00,8.1428638438
2015-04-11 23:31:00,8.1294605346
2015-04-12 00:31:00,8.1277989778
2015-04-12 01:31:00,8.1406348455
2015-04-12 02:31:00,8.1390175803
2015-04-12 03:31:00,8.1386670557
2015-04-12 04:31:00,8.129669701
2015-04-12 05:31:00,8.1373351138
2015-04-12 06:31:00,8.1354339164
2015-04-12 07:31:00,8.1487494851
2015-04-12 08:31:00,8.150615277
2015-04-12 09:31:00,8.1564680196
2015-04-12 10:31:00,8.1527614012
2015-04-12 11:31:00,8.1405713276
2015-04-12 12:31:00,8.1383882447
2015-04-12 13:31:00,8.1337579182
2015-04-12 14:31:00,8.1343295575
2015-04-12 15:30:00,8.1368865583
2015-04-12 16:31:00,8.1261847193
2015-04-12 17:30:00,8.1246013982
2015-04-12 18:31:00,8.1200368441
2015-04-12 19:31:00,8.1186737549
2015-04-12 20:31:00,8.1135809043
2015-04-12 21:31:00,8.1170566996
2015-04-12 22:31:00,8.120806567
2015-04-12 23:31:00,8.117798157
2015-04-13 00:31:00,8.1171492308
2015-04-13 01:31:00,8.1129500315
2015-04-13 02:31:00,8.1128133965
2015-04-13 03:31:00,8.1151196424
2015-04-13 04:31:00,8.1131516713
2015-04-13 05:31:00,8.114075572
2015-04-13 06:31:00,8.1163895319
2015-04-13 07:31:00,8.1122448731
2015-04-13 08:31:00,8.1111873644
2015-04-13 09:31:00,8.1142718157
2015-04-13 10:31:00,8.1100037248
2015-04-13 11:31:00,8.1134808934
2015-04-13 12:31:00,8.1178354045
2015-04-13 13:31:00,8.1184048363
2015-04-13 14:31:00,8.1099911098
2015-04-13 15:31:00,8.1218846717
2015-04-13 16:31:00,8.1223385487
2015-04-13 17:31:00,8.1193238144
2015-04-13 18:31:00,8.1214591355
2015-04-13 19:31:00,8.1201360962
2015-04-13 20:31:00,8.1193532097
2015-04-13 21:31:00,8.114265245
2015-04-13 22:31:00,8.1245781994
2015-04-13 23:31:00,8.1250006796
2015-04-14 00:31:00,8.1205680314
2015-04-14 01:31:00,8.1356452566
2015-04-14 02:31:00,8.1426884627
2015-04-14 03:31:00,8.1455184417
2015-04-14 04:31:00,8.1490304452
2015-04-14 05:31:00,8.1475231978
2015-04-14 06:31:00,8.1500661918
2015-04-14 07:31:00,8.1481859939
2015-04-14 08:31:00,8.1478777373
2015-04-14 09:31:00,8.1578134208
2015-04-14 10:31:00,8.146729156
2015-04-14 11:31:00,8.1531864301
2015-04-14 12:31:00,8.1459479024
2015-04-14 13:31:00,8.1476168198
2015-04-14 14:31:00,8.1453451387
2015-04-14 15:31:00,8.1444506184
2015-04-14 16:31:00,8.1381163408
2015-04-14 17:31:00,8.1536577639
2015-04-14 18:31:00,8.1435109388
2015-04-14 19:31:00,8.1493690256
2015-04-14 20:31:00,8.1497005624
2015-04-14 21:31:00,8.1470445968
2015-04-14 22:31:00,8.1332466551
2015-04-14 23:31:00,8.1444384088
2015-04-15 00:31:00,8.1390880149
2015-04-15 01:31:00,8.1524718039
2015-04-15 02:31:00,8.140891112
2015-04-15 03:31:00,8.137012728
2015-04-15 04:31:00,8.153949316
2015-04-15 05:31:00,8.1371521625
2015-04-15 06:31:00,8.1393733288
2015-04-15 07:31:00,8.1416068102
2015-04-15 08:31:00,8.1449604289
2015-04-15 09:31:00,8.1453755082
2015-04-15 10:31:00,8.1494930286
2015-04-15 11:31:00,8.1570275276
2015-04-15 12:31:00,8.153717636
2015-04-15 13:31:00,8.1468000275
2015-04-15 14:31:00,8.1468519906
2015-04-15 15:31:00,8.1397438664
2015-04-15 16:31:00,8.1417346572
2015-04-15 17:31:00,8.1344280341
2015-04-15 18:31:00,8.1477756231
2015-04-15 19:31:00,8.1523859909
2015-04-15 20:31:00,8.1480012689
2015-04-15 21:31:00,8.1499194186
2015-04-15 22:31:00,8.1434784953
2015-04-15 23:31:00,8.1461067469
2015-04-16 00:31:00,8.1311228369
2015-04-16 01:31:00,8.1259577401
2015-04-16 02:31:00,8.138702727
2015-04-16 03:31:00,8.1366533394
2015-04-16 04:31:00,8.1428389815
2015-04-16 05:31:00,8.1342884361
2015-04-16 06:31:00,8.1412052946
2015-04-16 07:31:00,8.1625318631
2015-04-16 08:31:00,8.1443740085
2015-04-16 09:31:00,8.1254017464
2015-04-16 10:31:00,8.1436785395
2015-04-16 11:31:00,8.1436032002
2015-04-16 12:31:00,8.139975044
2015-04-16 13:31:00,8.1251699513
2015-04-16 14:31:00,8.128987167
2015-04-16 15:31:00,8.1277477944
2015-04-16 16:31:00,8.1392726928
2015-04-16 17:31:00,8.1481717116
2015-04-16 18:31:00,8.1371998651
2015-04-16 19:31:00,8.148008391
2015-04-16 20:31:00,8.1535091691
2015-04-16 21:31:00,8.1460076734
2015-04-16 22:31:00,8.1504465139
2015-04-16 23:31:00,8.1447871458
2015-04-17 00:31:00,8.1536193126
2015-04-17 01:31:00,8.1460429775
2015-04-17 02:31:00,8.1464452127
2015-04-17 03:31:00,8.151551488
2015-04-17 04:31:00,8.146828708
2015-04-17 05:31:00,8.1476115049
2015-04-17 06:31:00,8.1555727235
2015-04-17 07:31:00,8.1382946122
2015-04-17 08:31:00,8.1370852652
2015-04-17 09:31:00,8.1387393464
2015-04-17 10:31:00,8.1398197776
2015-04-17 11:31:00,8.1322633595
2015-04-17 12:31:00,8.1167049155
2015-04-17 13:31:00,8.1182050797
2015-04-17 14:31:00,8.130213499
2015-04-17 15:31:00,8.131968356
2015-04-17 16:31:00,8.1264054209
2015-04-17 17:31:00,8.1246029338
2015-04-17 18:31:00,8.1237855989
2015-04-17 19:31:00,8.13059636
2015-04-17 20:31:00,8.1119201173
2015-04-17 21:31:00,8.1136556133
2015-04-17 22:31:00,8.0918873513
2015-04-17 23:31:00,8.0810522025
2015-04-18 00:31:00,8.0866334137
2015-04-18 01:31:00,8.0757423716
2015-04-18 02:31:00,8.0826259804
2015-04-18 03:31:00,8.0798004187
2015-04-18 04:31:00,8.0860923128
2015-04-18 05:31:00,8.106217636
2015-04-18 06:31:00,8.0944957028
2015-04-18 07:31:00,8.096843552
2015-04-18 08:31:00,8.0597804851
2015-04-18 09:31:00,8.0319371243
2015-04-18 10:31:00,8.0443128944
2015-04-18 11:31:00,8.0451447778
2015-04-18 12:31:00,8.0398041965
2015-04-18 13:31:00,8.0387932098
2015-04-18 14:31:00,7.9861108275
2015-04-18 15:31:00,8.0161482586
2015-04-18 16:31:00,8.0267197683
2015-04-18 17:31:00,8.0516879926
2015-04-18 18:31:00,8.0388431511
2015-04-18 19:31:00,8.0545249748
2015-04-18 20:31:00,8.0411146053
2015-04-18 21:31:00,8.0373218567
2015-04-18 22:31:00,8.0236042488
2015-04-18 23:31:00,8.0056850284
2015-04-19 00:31:00,7.9939465692
2015-04-19 01:31:00,7.9877587828
2015-04-19 02:31:00,8.0104188125
2015-04-19 03:31:00,8.0011124223
2015-04-19 04:31:00,7.9989143728
2015-04-19 05:31:00,7.9924703108
2015-04-19 06:31:00,7.9985958856
2015-04-19 07:31:00,7.9716554739
2015-04-19 08:31:00,7.983935345
2015-04-19 09:31:00,7.9643260217
2015-04-19 10:31:00,7.9653522025
2015-04-19 11:31:00,7.906399496
2015-04-19 12:31:00,7.8941345693
2015-04-19 13:31:00,7.9079621134
2015-04-19 14:31:00,7.9024648626
2015-04-19 15:31:00,7.8968244135
2015-04-19 16:31:00,7.9412996206
2015-04-19 17:31:00,7.9586114664
2015-04-19 18:31:00,7.980629236
2015-04-19 19:31:00,7.9883141325
2015-04-19 20:31:00,7.9865977369
2015-04-19 21:31:00,7.9809601639
2015-04-19 22:31:00,7.9550194125
2015-04-19 23:31:00,7.9188004795
2015-04-20 00:31:00,7.9326332756
2015-04-20 01:31:00,7.9433636733
2015-04-20 02:31:00,7.9509817446
2015-04-20 03:31:00,7.9613136986
2015-04-20 04:31:00,7.9477768044
2015-04-20 05:31:00,7.9543786189
2015-04-20 06:31:00,8.0283546941
2015-04-20 07:31:00,8.0050368939
2015-04-20 08:31:00,7.9733535759
2015-04-20 09:31:00,7.9125677122
2015-04-20 10:31:00,7.8954167038
2015-04-20 11:31:00,7.9133023445
2015-04-20 12:31:00,7.8990191319
2015-04-20 13:31:00,7.9033514021
2015-04-20 14:31:00,7.8909843759
2015-04-20 15:31:00,7.8965908978
2015-04-20 16:31:00,7.8895494409
2015-04-20 17:31:00,7.9301298875
2015-04-20 18:31:00,7.9601415717
2015-04-20 19:31:00,8.0296469585
2015-04-20 20:31:00,7.9665952561
2015-04-20 21:31:00,7.9890674179
2015-04-20 22:31:00,7.9710329029
2015-04-20 23:31:00,7.9224641553
2015-04-21 00:31:00,7.9283256181
2015-04-21 01:31:00,7.9151255965
2015-04-21 02:31:00,7.9339127289
2015-04-21 03:31:00,7.9165114563
2015-04-21 04:31:00,7.9163377222
2015-04-21 05:31:00,7.9068390944
2015-04-21 06:31:00,7.9444405441
2015-04-21 07:31:00,7.9424829519
2015-04-21 08:31:00,7.965704604
2015-04-21 09:31:00,7.9494457983
2015-04-21 10:31:00,7.9793171448
2015-04-21 11:31:00,8.0074384941
2015-04-21 12:31:00,7.9871100801
2015-04-21 13:31:00,7.9477267686
2015-04-21 14:31:00,7.9309310162
2015-04-21 15:31:00,7.9374957054
2015-04-21 16:31:00,7.9096552855
2015-04-21 17:31:00,7.8666106345
2015-04-21 18:31:00,7.9016801601
2015-04-21 19:31:00,7.9539332966
2015-04-21 20:31:00,7.9621088335
2015-04-21 21:31:00,7.9793104282
2015-04-21 22:31:00,7.9820984364
2015-04-21 23:31:00,7.9848849085
2015-04-22 00:31:00,7.9211802245
2015-04-22 01:31:00,7.9141562186
2015-04-22 02:31:00,7.8714407727
2015-04-22 03:31:00,7.911565961
2015-04-22 04:31:00,7.9304963135
2015-04-22 05:31:00,7.9244924467
2015-04-22 06:31:00,7.9170566462
2015-04-22 07:31:00,7.919660912
2015-04-22 08:31:00,7.8951467028
2015-04-22 09:31:00,7.893535815
2015-04-22 10:31:00,7.8710076494
2015-04-22 11:31:00,7.8396130906
2015-04-22 12:31:00,7.8661876061
2015-04-22 13:31:00,7.8758987668
2015-04-22 14:31:00,7.8694269153
2015-04-22 15:31:00,7.8633049143
2015-04-22 16:31:00,7.8546026857
2015-04-22 17:31:00,7.8824025496
2015-04-22 18:31:00,7.9606593905
2015-04-22 19:31:00,7.9076362416
2015-04-22 20:31:00,7.9219646877
2015-04-22 21:31:00,7.9313937106
2015-04-22 22:31:00,7.9329847757
2015-04-22 23:31:00,7.9156693312
2015-04-23 00:31:00,7.9149046452
2015-04-23 01:31:00,7.8963584038
2015-04-23 02:31:00,7.8933160407
2015-04-23 03:31:00,7.8843575631
2015-04-23 04:31:00,7.8513122087
2015-04-23 05:31:00,7.8673548683
2015-04-23 06:31:00,7.9375615597
2015-04-23 07:31:00,7.9403642041
2015-04-23 08:31:00,7.9126371052
2015-04-23 09:31:00,7.8794117919
2015-04-23 10:31:00,7.8801980669
2015-04-23 11:31:00,7.8864406912
2015-04-23 12:31:00,7.8885499899
2015-04-23 13:31:00,7.8928983699
2015-04-23 14:31:00,7.9048870458
2015-04-23 15:31:00,7.9165328
2015-04-23 16:31:00,7.9080231661
2015-04-23 17:31:00,7.9132115425
2015-04-23 18:31:00,8.0065256844
2015-04-23 19:31:00,8.0217647795
2015-04-23 20:31:00,8.0025740421
2015-04-23 21:31:00,8.0449817509
2015-04-23 22:31:00,8.0441836065
2015-04-23 23:31:00,8.0579709346
2015-04-24 00:31:00,8.0744572642
2015-04-24 01:31:00,8.0709363548
2015-04-24 02:31:00,8.0584148297
2015-04-24 03:31:00,8.1051486823
2015-04-24 04:31:00,8.1300583445
2015-04-24 05:31:00,8.1498058534
2015-04-24 06:31:00,8.1794718016
2015-04-24 07:31:00,8.169683794
2015-04-24 08:31:00,8.1468538298
2015-04-24 09:31:00,8.1769618659
2015-04-24 10:31:00,8.1186906917
2015-04-24 11:31:00,8.1564425984
2015-04-24 12:31:00,8.0393545685
2015-04-24 13:31:00,8.0918332076
2015-04-24 14:31:00,8.1016522195
2015-04-24 15:31:00,8.0792748878
2015-04-24 16:31:00,8.0877426179
2015-04-24 17:31:00,8.1454292956
2015-04-24 18:31:00,8.1268713258
2015-04-24 19:31:00,8.1834850037
2015-04-24 20:31:00,8.1650281462
2015-04-24 21:31:00,8.1734452534
2015-04-24 22:31:00,8.1784423945
2015-04-24 23:31:00,8.1860109281
2015-04-25 00:31:00,8.2181233742
2015-04-25 01:31:00,8.2012727571
2015-04-25 02:31:00,8.1915822104
2015-04-25 03:31:00,8.203975842
2015-04-25 04:31:00,8.2050100554
2015-04-25 05:31:00,8.1991748853
2015-04-25 06:31:00,8.213772337
2015-04-25 07:31:00,8.2029422484
2015-04-25 08:31:00,8.172188476
2015-04-25 09:31:00,8.2121708156
2015-04-25 10:31:00,8.1625022317
2015-04-25 11:31:00,8.1813448831
2015-04-25 12:31:00,8.1918317886
2015-04-25 13:31:00,8.1867168605
2015-04-25 14:31:00,8.1842810971
2015-04-25 15:31:00,8.2009934193
2015-04-25 16:31:00,8.2024519499
2015-04-25 17:31:00,8.2057684929
2015-04-25 18:31:00,8.2068116635
2015-04-25 19:31:00,8.2131696204
2015-04-25 20:31:00,8.1812034878
2015-04-25 21:31:00,8.199207127
2015-04-25 22:31:00,8.2104320957
2015-04-25 23:31:00,8.1858924367
2015-04-26 00:31:00,8.124896412
2015-04-26 01:31:00,8.190812216
2015-04-26 02:31:00,8.2149241628
2015-04-26 03:31:00,8.1793029093
2015-04-26 04:31:00,8.134144108
2015-04-26 05:31:00,8.2352414159
2015-04-26 06:31:00,8.2052571306
2015-04-26 07:31:00,8.2125492489
2015-04-26 08:31:00,8.2082214121
2015-04-26 09:31:00,8.1959788065
2015-04-26 10:31:00,8.2151406712
2015-04-26 11:31:00,8.1885834332
2015-04-26 12:31:00,8.1115936543
2015-04-26 13:31:00,8.1918041095
2015-04-26 14:31:00,8.1949155785
2015-04-26 15:31:00,8.206284031
2015-04-26 16:31:00,8.1919939479
2015-04-26 17:31:00,8.1980575702
2015-04-26 18:31:00,8.2187707666
2015-04-26 19:31:00,8.1212655986
2015-04-26 20:31:00,8.2098220213
2015-04-26 21:31:00,8.1944560185
2015-04-26 22:31:00,8.2020917998
2015-04-26 23:31:00,8.2068859345
2015-04-27 00:31:00,8.1985846078
2015-04-27 01:31:00,8.1725596086
2015-04-27 02:31:00,8.2194770709
2015-04-27 03:31:00,8.2010132429
2015-04-27 04:31:00,8.1527523592
2015-04-27 05:31:00,8.1928402701
2015-04-27 06:31:00,8.2097727632
2015-04-27 07:31:00,8.1970533862
2015-04-27 08:31:00,8.1781185034
2015-04-27 09:31:00,8.2072056933
2015-04-27 10:31:00,8.1171238882
2015-04-27 11:31:00,8.1783893026
2015-04-27 12:31:00,8.1812770923
2015-04-27 13:31:00,8.1673445101
2015-04-27 14:31:00,8.1864305159
2015-04-27 15:31:00,8.2097645577
2015-04-27 16:31:00,8.1924709244
2015-04-27 17:31:00,8.2163250526
2015-04-27 18:31:00,8.2230157192
2015-04-27 19:31:00,8.2678203501
2015-04-27 20:31:00,8.1848623737
2015-04-27 21:31:00,8.1445911478
2015-04-27 22:31:00,8.1949721595
2015-04-27 23:31:00,8.1950004597
2015-04-28 00:31:00,8.1933377957
2015-04-28 01:31:00,8.2330959409
2015-04-28 02:31:00,8.1852746736
2015-04-28 03:31:00,8.2107089202
2015-04-28 04:31:00,8.1809823709
2015-04-28 05:31:00,8.1694807453
2015-04-28 06:31:00,8.2080802297
2015-04-28 07:31:00,8.2142288173
2015-04-28 08:31:00,8.194681308
2015-04-28 09:31:00,8.1976455399
2015-04-28 10:31:00,8.2106787652
2015-04-28 11:31:00,8.2016054266
2015-04-28 12:31:00,8.1958292022
2015-04-28 13:31:00,8.1653806758
2015-04-28 14:31:00,8.2379533994
2015-04-28 15:31:00,8.2011388045
2015-04-28 16:31:00,8.1943111777
2015-04-28 17:31:00,8.2738943536
2015-04-28 18:31:00,8.240167937
2015-04-28 19:31:00,8.245165105
2015-04-28 20:31:00,8.266847129
2015-04-28 21:31:00,8.335287016
2015-04-28 22:31:00,8.3502854182
2015-04-28 23:31:00,8.2362403534
2015-04-29 00:31:00,8.2572188524
2015-04-29 01:31:00,8.2356092591
2015-04-29 02:31:00,8.1741901205
2015-04-29 03:31:00,8.2016076108
2015-04-29 04:31:00,8.2361768451
2015-04-29 05:31:00,8.2306473482
2015-04-29 06:31:00,8.200914628
2015-04-29 07:31:00,8.1677895679
2015-04-29 08:31:00,8.1113191932
2015-04-29 09:31:00,8.1818816322
2015-04-29 10:31:00,8.2434396939
2015-04-29 11:31:00,8.2829768933
2015-04-29 12:31:00,8.3334845101
2015-04-29 13:31:00,8.2570729787
2015-04-29 14:31:00,8.3305534044
2015-04-29 15:31:00,8.2870669793
2015-04-29 16:31:00,8.2196442571
2015-04-29 17:31:00,8.2359385075
2015-04-29 18:31:00,8.3105588289
2015-04-29 19:31:00,8.3128177007
2015-04-29 20:31:00,8.3347094314
2015-04-29 21:31:00,8.3620646965
2015-04-29 22:31:00,8.3116003758
2015-04-29 23:31:00,8.3014745698
2015-04-30 00:31:00,8.1595140502
2015-04-30 01:31:00,8.2219040963
2015-04-30 02:31:00,8.2281946749
2015-04-30 03:31:00,8.2197317814
2015-04-30 04:31:00,8.1958131595
2015-04-30 05:31:00,8.2135462508
2015-04-30 06:31:00,8.1944042504
2015-04-30 07:31:00,8.2063026292
2015-04-30 08:31:00,8.1922296608
2015-04-30 09:31:00,8.1871839008
2015-04-30 10:31:00,8.1719135011
2015-04-30 11:31:00,8.2038505078
2015-04-30 12:31:00,8.1850484942
2015-04-30 13:31:00,8.1880761411
2015-04-30 14:31:00,8.1744165445
2015-04-30 15:31:00,8.1954340587
2015-04-30 16:31:00,8.1757141915
2015-04-30 17:31:00,8.1883673731
2015-04-30 18:31:00,8.197823158
2015-04-30 19:31:00,8.218847307
2015-04-30 20:31:00,8.2370362318
2015-04-30 21:31:00,8.2724482171
2015-04-30 22:31:00,8.2253983479
2015-04-30 23:31:00,8.2388474307
2015-05-01 00:31:00,8.2172633449
2015-05-01 01:31:00,8.2264351685
2015-05-01 02:31:00,8.2288080184
2015-05-01 03:31:00,8.2574613062
2015-05-01 04:31:00,8.2089678719
2015-05-01 05:31:00,8.2225630519
2015-05-01 06:31:00,8.2277385993
2015-05-01 07:31:00,8.2299297591
2015-05-01 08:31:00,8.1920042931
2015-05-01 09:31:00,8.1669032706
2015-05-01 10:31:00,8.1844722949
2015-05-01 11:31:00,8.171650634
2015-05-01 12:31:00,8.1654215934
2015-05-01 13:31:00,8.1946670099
2015-05-01 14:31:00,8.1936566098
2015-05-01 15:31:00,8.2114906903
2015-05-01 16:31:00,8.2054913835
2015-05-01 17:31:00,8.1672146515
2015-05-01 18:31:00,8.2114205591
2015-05-01 19:31:00,8.2134329499
2015-05-01 20:31:00,8.2067618765
2015-05-01 21:31:00,8.2179989254
2015-05-01 22:31:00,8.1605934207
2015-05-01 23:31:00,8.1843729699
2015-05-02 00:31:00,8.189020281
2015-05-02 01:31:00,8.1811596388
2015-05-02 02:31:00,8.1438551523
